Instruction;Arg1;Arg2;Arg3;Arg4;Op1;Op2;Op3;Op4;Legacy;REX/VEX;Opcode;ModR/M;Disp;Imm;64-bits Mode;Legacy Mode;Special;Grammar;AT&T;Family;Annotate;Description;Notes;
ROL;imm8;m32/r32;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/0;;ib;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 32 bits r/m32 left imm8 times.;;
ROL;imm8;m64/r64;;;imm8;ModRM:r/m (w);;;;REX.W;C1;/0;;ib;Valid;N.E.;8086;;ROL;ROTATE;NA;Rotate 64 bits r/m64 left imm8 times. Uses a 6 bit count.;;
ROL;imm8;m16/r16;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/0;;ib;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 16 bits r/m16 left imm8 times.;;
ROL;imm8=1;m8/r8;;;;ModRM:r/m (w);;;;;D0;/0;;;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 8 bits r/m8 left once.;;
ROL;imm8=1;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D0;/0;;;Valid;N.E.;8086;;ROL;ROTATE;NA;Rotate 8 bits r/m8 left once;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
ROL;imm8=1;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D1;/0;;;Valid;N.E.;8086;;ROL;ROTATE;NA;Rotate 64 bits r/m64 left once.;;
ROL;imm8=1;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D1;/0;;;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 16 bits r/m16 left once.;;
ROL;imm8=1;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D1;/0;;;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 32 bits r/m32 left once.;;
ROL;r8=CL;m8/r8;;;;ModRM:r/m (w);;;;;D2;/0;;;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 8 bits r/m8 left CL times.;;
ROL;r8=CL;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D2;/0;;;Valid;N.E.;8086;;ROL;ROTATE;NA;Rotate 8 bits r/m8 left CL times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
ROL;r8=CL;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D3;/0;;;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 32 bits r/m32 left CL times.;;
ROL;r8=CL;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D3;/0;;;Valid;Valid;8086;;ROL;ROTATE;NA;Rotate 16 bits r/m16 left CL times.;;
ROL;r8=CL;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D3;/0;;;Valid;N.E.;8086;;ROL;ROTATE;NA;Rotate 64 bits r/m64 left CL times. Uses a 6 bit count.;;
ROR;imm8;m8/r8;;;imm8;ModRM:r/m (w);;;;;C0;/1;;ib;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 8 bits r/m16 right imm8 times.;;
ROR;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (w);;;;REX;C0;/1;;ib;Valid;N.E.;8086;;ROR;ROTATE;NA;Rotate 8 bits r/m16 right imm8 times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
ROR;imm8;m16/r16;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/1;;ib;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 16 bits r/m16 right imm8 times.;;
ROR;imm8;m64/r64;;;imm8;ModRM:r/m (w);;;;REX.W;C1;/1;;ib;Valid;N.E.;8086;;ROR;ROTATE;NA;Rotate 64 bits r/m64 right imm8 times. Uses a 6 bit count.;;
ROR;imm8;m32/r32;;;imm8;ModRM:r/m (w);;;;REX.W0;C1;/1;;ib;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 32 bits r/m32 right imm8 times.;;
ROR;imm8=1;m8/r8;;;;ModRM:r/m (w);;;;;D0;/1;;;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 8 bits r/m8 right once.;;
ROR;imm8=1;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D0;/1;;;Valid;N.E.;8086;;ROR;ROTATE;NA;Rotate 8 bits r/m8 right once.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
ROR;imm8=1;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D1;/1;;;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 32 bits r/m32 right once.;;
ROR;imm8=1;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D1;/1;;;Valid;N.E.;8086;;ROR;ROTATE;NA;Rotate 64 bits r/m64 right once. Uses a 6 bit count.;;
ROR;imm8=1;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D1;/1;;;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 16 bits r/m16 right once.;;
ROR;r8=CL;m8/r8<>[ABCD]H;;;;ModRM:r/m (w);;;;REX;D2;/1;;;Valid;N.E.;8086;;ROR;ROTATE;NA;Rotate 8 bits r/m8 right CL times.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
ROR;r8=CL;m8/r8;;;;ModRM:r/m (w);;;;;D2;/1;;;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 8 bits r/m8 right CL times.;;
ROR;r8=CL;m32/r32;;;;ModRM:r/m (w);;;;REX.W0;D3;/1;;;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 32 bits r/m32 right CL times.;;
ROR;r8=CL;m64/r64;;;;ModRM:r/m (w);;;;REX.W;D3;/1;;;Valid;N.E.;8086;;ROR;ROTATE;NA;Rotate 64 bits r/m64 right CL times. Uses a 6 bit count.;;
ROR;r8=CL;m16/r16;;;;ModRM:r/m (w);;;;REX.W0;D3;/1;;;Valid;Valid;8086;;ROR;ROTATE;NA;Rotate 16 bits r/m16 right CL times.;;
ROUNDPD;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;66;;0F 3A 09;/r;;ib;Valid;Valid;SSE4_1;;ROUNDPD;UNDEF;NA;Round packed double precision floating-point values in xmm2/m128 and place the result in xmm1. The rounding mode is determined by imm8.;;
ROUNDPS;imm8;xmm/m128;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;66;;0F 3A 08;/r;;ib;Valid;Valid;SSE4_1;;ROUNDPS;UNDEF;NA;Round packed single precision floating-point values in xmm2/m128 and place the result in xmm1. The rounding mode is determined by imm8. ;;
ROUNDSD;imm8;xmm/m64;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;66;;0F 3A 0B;/r;;ib;Valid;Valid;SSE4_1;;ROUNDSD;UNDEF;NA;Round the low packed double precision floatingpoint value in xmm2/m64 and place the result in xmm1. The rounding mode is determined by imm8.;;
ROUNDSS;imm8;xmm/m32;xmm;;imm8;ModRM:r/m (r);ModRM:reg (w);;66;;0F 3A 0A;/r;;ib;Valid;Valid;SSE4_1;;ROUNDSS;UNDEF;NA;Round the low packed single precision floating-point value in xmm2/m32 and place the result in xmm1. The rounding mode is determined by imm8.;;
RSM;;;;;;;;;;;0F AA;;;;Invalid;Valid;8086;;RSM;RSM;NA;Resume operation of interrupted program.;;
RSQRTPS;xmm/m128;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;;REX.W0;0F 52;/r;;;Valid;Valid;SSE;;RSQRTPS;RSQRT;NA;Computes the approximate reciprocals of the square roots of the packed single-precision floating-point values in xmm2/m128 and stores the results in xmm1.;;
RSQRTSS;xmm/m32;xmm;;;ModRM:r/m (r);ModRM:reg (w);;;F3;REX.W0;0F 52;/r;;;Valid;Valid;SSE;;RSQRTSS;RSQRT;NA;Computes the approximate reciprocal of the square root of the low single-precision floating-point value in xmm2/m32 and stores the results in xmm1.;;
SAHF;;;;;;;;;;;9E;;;;Invalid;Valid;8086;;SAHF;SAHF;NA;Loads SF, ZF, AF, PF, and CF from AH into EFLAGS register.;64 bits mode valid in specific steppings. See Description section.;
SAL;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (r, w);;;;REX;C0;/4;;ib;Valid;N.E.;8086;;SAL;SHIFT;NA;Multiply r/m8 by 2, imm8 times.;In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SAL;imm8;m8/r8;;;imm8;ModRM:r/m (r, w);;;;;C0;/4;;ib;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m8 by 2, imm8 times.;;
SAL;imm8;m16/r16;;;imm8;ModRM:r/m (r, w);;;;REX.W0;C1;/4;;ib;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m16 by 2, imm8 times.;;
SAL;imm8;m32/r32;;;imm8;ModRM:r/m (r, w);;;;REX.W0;C1;/4;;ib;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m32 by 2, imm8 times.;;
SAL;imm8;m64/r64;;;imm8;ModRM:r/m (r, w);;;;REX.W;C1;/4;;ib;Valid;N.E.;8086;;SAL;SHIFT;NA;Multiply r/m64 by 2, imm8 times.;;
SAL;imm8=1;m8/r8;;;;ModRM:r/m (r, w);;;;;D0;/4;;;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m8 by 2, once.;;
SAL;imm8=1;m8/r8<>[ABCD]H;;;;ModRM:r/m (r, w);;;;REX;D0;/4;;;Valid;N.E.;8086;;SAL;SHIFT;NA;Multiply r/m8 by 2, once.;In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SAL;imm8=1;m64/r64;;;;ModRM:r/m (r, w);;;;REX.W;D1;/4;;;Valid;N.E.;8086;;SAL;SHIFT;NA;Multiply r/m64 by 2, once.;;
SAL;imm8=1;m16/r16;;;;ModRM:r/m (r, w);;;;REX.W0;D1;/4;;;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m16 by 2, once.;;
SAL;imm8=1;m32/r32;;;;ModRM:r/m (r, w);;;;REX.W0;D1;/4;;;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m32 by 2, once.;;
SAL;r8=CL;m8/r8;;;;ModRM:r/m (r, w);;;;;D2;/4;;;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m8 by 2, CL times.;;
SAL;r8=CL;m8/r8<>[ABCD]H;;;;ModRM:r/m (r, w);;;;REX;D2;/4;;;Valid;N.E.;8086;;SAL;SHIFT;NA;Multiply r/m8 by 2, CL times.;In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SAL;r8=CL;m16/r16;;;;ModRM:r/m (r, w);;;;REX.W0;D3;/4;;;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m16 by 2, CL times.;;
SAL;r8=CL;m32/r32;;;;ModRM:r/m (r, w);;;;REX.W0;D3;/4;;;Valid;Valid;8086;;SAL;SHIFT;NA;Multiply r/m32 by 2, CL times.;;
SAL;r8=CL;m64/r64;;;;ModRM:r/m (r, w);;;;REX.W;D3;/4;;;Valid;N.E.;8086;;SAL;SHIFT;NA;Multiply r/m64 by 2, CL times.;;
SAR;imm8;m8/r8;;;imm8;ModRM:r/m (r, w);;;;;C0;/7;;ib;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m8 by 2, imm8 time.;Not the same form of division as IDIV; rounding is toward negative infinity.
SAR;imm8;m8/r8;;;imm8;ModRM:r/m (r, w);;;;REX;C0;/7;;ib;Valid;N.E.;8086;;SAR;SHIFT;NA;Signed divide* r/m8 by 2, imm8 times.;Not the same form of division as IDIV; rounding is toward negative infinity. In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.
SAR;imm8;m32/r32;;;imm8;ModRM:r/m (r, w);;;;REX.W0;C1;/7;;ib;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m32 by 2,imm8 times.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;imm8;m16/r16;;;imm8;ModRM:r/m (r, w);;;;REX.W0;C1;/7;;ib;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m16 by 2,imm8 times.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;imm8;m64/r64;;;imm8;ModRM:r/m (r, w);;;;REX.W;C1;/7;;ib;Valid;N.E.;8086;;SAR;SHIFT;NA;Signed divide* r/m64 by 2,imm8 times;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;imm8=1;m8/r8;;;;ModRM:r/m (r, w);;;;;D0;/7;;;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m8 by 2,once.;Not the same form of division as IDIV; rounding is toward negative infinity.
SAR;imm8=1;m8/r8;;;;ModRM:r/m (r, w);;;;REX;D0;/7;;;Valid;N.E.;8086;;SAR;SHIFT;NA;Signed divide* r/m8 by 2, once.;Not the same form of division as IDIV; rounding is toward negative infinity. In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.
SAR;imm8=1;m64/r64;;;;ModRM:r/m (r, w);;;;REX.W;D1;/7;;;Valid;N.E.;8086;;SAR;SHIFT;NA;Signed divide* r/m64 by 2,once.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;imm8=1;m32/r32;;;;ModRM:r/m (r, w);;;;REX.W0;D1;/7;;;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m32 by 2,once.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;imm8=1;m16/r16;;;;ModRM:r/m (r, w);;;;REX.W0;D1;/7;;;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m16 by 2, once.;Not the same form of division as IDIV; rounding is toward negative infinity.
SAR;r8=CL;m8/r8;;;;ModRM:r/m (r, w);;;;;D2;/7;;;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m8 by 2, CL times.;Not the same form of division as IDIV; rounding is toward negative infinity.
SAR;r8=CL;m8/r8;;;;ModRM:r/m (r, w);;;;REX;D2;/7;;;Valid;N.E.;8086;;SAR;SHIFT;NA;Signed divide* r/m8 by 2, CL times.;Not the same form of division as IDIV; rounding is toward negative infinity. In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.
SAR;r8=CL;m16/r16;;;;ModRM:r/m (r, w);;;;REX.W0;D3;/7;;;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m16 by 2,CL times.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;r8=CL;m32/r32;;;;ModRM:r/m (r, w);;;;REX.W0;D3;/7;;;Valid;Valid;8086;;SAR;SHIFT;NA;Signed divide* r/m32 by 2,CL times.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SAR;r8=CL;m64/r64;;;;ModRM:r/m (r, w);;;;REX.W;D3;/7;;;Valid;N.E.;8086;;SAR;SHIFT;NA;Signed divide* r/m64 by 2,CL times.;* Not the same form of division as IDIV -  rounding is toward negative infinity.;
SBB;r8<>[ABCD]H;m8/r8<>[ABCD]H;;;ModRM:reg (r);ModRM:r/m (w);;;;REX;18;/r;;;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow r8 from r/m8.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SBB;r8;m8/r8;;;ModRM:reg (r);ModRM:r/m (w);;;;;18;/r;;;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow r8 from r/m8.;;
SBB;r16;m16/r16;;;ModRM:reg (r);ModRM:r/m (w);;;;REX.W0;19;/r;;;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow r16 from r/m16.;;
SBB;r32;m32/r32;;;ModRM:reg (r);ModRM:r/m (w);;;;REX.W0;19;/r;;;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow r32 from r/m32.;;
SBB;r64;m64/r64;;;ModRM:reg (r);ModRM:r/m (w);;;;REX.W;19;/r;;;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow r64 from r/m64.;;
SBB;m8/r8<>[ABCD]H;r8<>[ABCD]H;;;ModRM:r/m (r);ModRM:reg (w);;;;REX;1A;/r;;;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow r/m8 from r8.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SBB;m8/r8;r8;;;ModRM:r/m (r);ModRM:reg (w);;;;;1A;/r;;;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow r/m8 from r8.;;
SBB;m16/r16;r16;;;ModRM:r/m (r);ModRM:reg (w);;;;REX.W0;1B;/r;;;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow r/m16 from r16.;;
SBB;m64/r64;r64;;;ModRM:r/m (r);ModRM:reg (w);;;;REX.W;1B;/r;;;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow r/m64 from r64.;;
SBB;m32/r32;r32;;;ModRM:r/m (r);ModRM:reg (w);;;;REX.W0;1B;/r;;;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow r/m32 from r32.;;
SBB;imm8;r8=AL;;;imm8;;;;;;1C;;;ib;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow imm8 from AL.;;
SBB;imm16;r16=AX;;;imm16;;;;;REX.W0;1D;;;iw;Valid;Valid;8086;Legacy66;SBB;SBB;NA;Subtract with borrow imm16 from AX.;;
SBB;imm32;r64=RAX;;;imm32;;;;;REX.W;1D;;;id;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow sign- extended imm.32 to 64-bits from RAX.;;
SBB;imm32;r32=EAX;;;imm32;;;;;REX.W0;1D;;;id;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow imm32 from EAX.;;
SBB;imm8;m8/r8<>[ABCD]H;;;imm8;ModRM:r/m (w);;;;REX;80;/3;;ib;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow imm8 from r/m8.;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SBB;imm8;m8/r8;;;imm8;ModRM:r/m (w);;;;;80;/3;;ib;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow imm8 from r/m8.;;
SBB;imm16;m16/r16;;;imm16;ModRM:r/m (w);;;;REX.W0;81;/3;;iw;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow imm16 from r/m16.;;
SBB;imm32;m32/r32;;;imm32;ModRM:r/m (w);;;;REX.W0;81;/3;;id;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow imm32 from r/m32.;;
SBB;imm32;m64/r64;;;imm32;ModRM:r/m (w);;;;REX.W;81;/3;;id;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow sign- extended imm32 to 64-bits from r/m64.;;
SBB;imm8;m64/r64;;;imm8;ModRM:r/m (w);;;;REX.W;83;/3;;ib;Valid;N.E.;8086;;SBB;SBB;NA;Subtract with borrow sign-extended imm8 from r/m64.;;
SBB;imm8;m32/r32;;;imm8;ModRM:r/m (w);;;;REX.W0;83;/3;;ib;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow sign-extended imm8 from r/m32.;;
SBB;imm8;m16/r16;;;imm8;ModRM:r/m (w);;;;REX.W0;83;/3;;ib;Valid;Valid;8086;;SBB;SBB;NA;Subtract with borrow sign-extended imm8 from r/m16.;;
SCAS;m8=(R)DI/ES:(E)DI;;;;;;;;;REX.W0;AE;;;;Valid;Valid;8086;;SCAS;SCAS;NA;Compare AL with byte at ES:(E)DI or RDI, then set status flags1.;1. In 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported.;
SCAS;m64=(R)DI/(E)DI;;;;;;;;;REX.W;AF;;;;Valid;N.E.;8086;;SCAS;SCAS;NA;Compare RAX with quadword at RDI or EDI then set status flags.;;
SCAS;m16=(R)DI/ES:(E)DI;;;;;;;;;REX.W0;AF;;;;Valid;Valid;8086;;SCAS;SCAS;NA;Compare AX with word at ES:(E)DI or RDI, then set status flags.a;1. In 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported.;
SCAS;m32=(R)DI/ES:(E)DI;;;;;;;;;REX.W0;AF;;;;Valid;Valid;8086;;SCAS;SCAS;NA;Compare EAX with doubleword at ES(E)DI or RDI then set status flags.a;1. In 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported.;
SCASB;;;;;;;;;;;AE;;;;Valid;Valid;8086;;SCASB;SCAS;NA;Compare AL with byte at ES:(E)DI or RDI then set status flags.a;1. In 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported.;
SCASD;;;;;;;;;;;AF;;;;Valid;Valid;8086;;SCASL;SCAS;NA;Compare EAX with doubleword at ES:(E)DI or RDI then set status flags.a;1. In 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported.;
SCASQ;;;;;;;;;;REX.W;AF;;;;Valid;N.E.;8086;;SCASQ;SCAS;NA;Compare RAX with quadword at RDI or EDI then set status flags.;;
SCASW;;;;;;;;;;;AF;;;;Valid;Valid;8086;Legacy66;SCASW;SCAS;NA;Compare AX with word at ES:(E)DI or RDI then set status flags.a;1. In 64-bit mode, only 64-bit (RDI) and 32-bit (EDI) address sizes are supported. In non-64-bit mode, only 32-bit (EDI) and 16-bit (DI) address sizes are supported.;
SETA;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 97;/0;;;Valid;N.E.;8086;;SETA;SET;NA;Set byte if above (CF=0 and ZF=0).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETA;m8/r8;;;;ModRM:r/m (r);;;;;;0F 97;/0;;;Valid;Valid;8086;;SETA;SET;NA;Set byte if above (CF=0 and ZF=0).;;
SETAE;m8/r8;;;;ModRM:r/m (r);;;;;;0F 93;/0;;;Valid;Valid;8086;;SETAE;SET;NA;Set byte if above or equal (CF=0).;;
SETAE;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 93;/0;;;Valid;N.E.;8086;;SETAE;SET;NA;Set byte if above or equal (CF=0).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETB;m8/r8;;;;ModRM:r/m (r);;;;;;0F 92;/0;;;Valid;Valid;8086;;SETB;SET;NA;Set byte if below (CF=1).;;
SETB;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 92;/0;;;Valid;N.E.;8086;;SETB;SET;NA;Set byte if below (CF=1).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETBE;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 96;/0;;;Valid;N.E.;8086;;SETBE;SET;NA;Set byte if below or equal (CF=1 or ZF=1).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETBE;m8/r8;;;;ModRM:r/m (r);;;;;;0F 96;/0;;;Valid;Valid;8086;;SETBE;SET;NA;Set byte if below or equal (CF=1 or ZF=1).;;
SETC;m8/r8;;;;ModRM:r/m (r);;;;;;0F 92;/0;;;Valid;Valid;8086;;SETC;SET;NA;Set byte if carry (CF=1).;;
SETC;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 92;/0;;;Valid;N.E.;8086;;SETC;SET;NA;Set byte if carry (CF=1).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETE;m8/r8;;;;ModRM:r/m (r);;;;;;0F 94;/0;;;Valid;Valid;8086;;SETE;SET;NA;Set byte if equal (ZF=1).;;
SETE;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 94;/0;;;Valid;N.E.;8086;;SETE;SET;NA;Set byte if equal (ZF=1).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETG;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 9F;/0;;;Valid;N.E.;8086;;SETG;SET;NA;Set byte if greater (ZF=0 and SF=OF).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETG;m8/r8;;;;ModRM:r/m (r);;;;;;0F 9F;/0;;;Valid;Valid;8086;;SETG;SET;NA;Set byte if greater (ZF=0 and SF=OF).;;
SETGE;m8/r8;;;;ModRM:r/m (r);;;;;;0F 9D;/0;;;Valid;Valid;8086;;SETGE;SET;NA;Set byte if greater or equal (SF=OF).;;
SETGE;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 9D;/0;;;Valid;N.E.;8086;;SETGE;SET;NA;Set byte if greater or equal (SF=OF).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETL;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 9C;/0;;;Valid;N.E.;8086;;SETL;SET;NA;Set byte if less (SF≠ OF).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETL;m8/r8;;;;ModRM:r/m (r);;;;;;0F 9C;/0;;;Valid;Valid;8086;;SETL;SET;NA;Set byte if less (SF≠ OF).;;
SETLE;m8/r8;;;;ModRM:r/m (r);;;;;;0F 9E;/0;;;Valid;Valid;8086;;SETLE;SET;NA;Set byte if less or equal (ZF=1 or SF≠ OF).;;
SETLE;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 9E;/0;;;Valid;N.E.;8086;;SETLE;SET;NA;Set byte if less or equal (ZF=1 or SF≠ OF).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETNA;m8/r8;;;;ModRM:r/m (r);;;;;;0F 96;/0;;;Valid;Valid;8086;;SETNA;SET;NA;Set byte if not above (CF=1 or ZF=1).;;
SETNA;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 96;/0;;;Valid;N.E.;8086;;SETNA;SET;NA;Set byte if not above (CF=1 or ZF=1).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETNAE;m8/r8<>[ABCD]H;;;;ModRM:r/m (r);;;;;REX;0F 92;/0;;;Valid;N.E.;8086;;SETNAE;SET;NA;Set byte if not above or equal (CF=1).;* In 64-bit mode, r/m8 can not be encoded to access the following byte registers if a REX prefix is used: AH, BH, CH, DH.;
SETNAE;m8/r8;;;;ModRM:r/m (r);;;;;;0F 92;/0;;;Valid;Valid;8086;;SETNAE;SET;NA;Set byte if not above or equal (CF=1).;;
